id,"word"
277,"forwarded"
278,"exponential-backoff"
279,"difference"
280,"switching"
281,"multiplexing"
282,"structure"
283,"queue"
284,"string"
285,"map"
286,"implementation"
287,"list"
288,"array"
289,"knowledge"
290,"linked"
291,"unit"
292,"priority"
293,"record"
294,"following"
295,"complexity"
296,"struct"
297,"aliasing"
298,"choose"
299,"benefit"
300,"dynamic"
301,"foundation"
302,"core"
303,"notably"
304,"choosing"
305,"accessed"
306,"build"
307,"respect"
308,"modeling"
309,"static"
310,"write"
311,"cost"
312,"heterogeneous"
313,"abstract"
314,"basic"
315,"object"
316,"alternative"
317,"aggregate"
318,"processing"
319,"computability"
320,"built-in"
321,"allow"
322,"computer"
323,"register"
324,"logic"
325,"hardware"
326,"gate"
327,"representation"
328,"building"
329,"combinational"
330,"block"
331,"power"
332,"digital"
333,"circuit"
334,"parallelism"
335,"transfer-level"
336,"gate-level"
337,"mathematical"
338,"implication"
339,"arithmetic-logic"
340,"articulate"
341,"constraint"
342,"central"
343,"architectural"
344,"VHDL"
345,"history"
346,"description"
347,"level"
348,"tube"
349,"VLSI"
350,"trend"
351,"energy"
352,"CAD"
353,"function"
354,"wall"
355,"fan-in"
356,"delay"
357,"implemented"
358,"transfer"
359,"able"
360,"computer-aided"
361,"movement"
362,"improvement"
363,"mainframe"
364,"notation"
365,"verilog"
366,"capture"
367,"vacuum"
368,"programmable"
369,"field"
370,"harnessing"
371,"multi-core"
372,"logical"
373,"fan-out"
374,"overview"
375,"comprehend"
376,"functional"
377,"functionality"
378,"modern"
379,"progression"
380,"equivalent"
381,"term"
382,"drive"
383,"synthesis"
384,"interpretation"
385,"physical"
386,"arithmetic"
387,"inherent"
388,"simulation"
389,"warehouse-scale"
390,"timing"
391,"database"
392,"query"
393,"DBMS"
394,"supporting"
395,"transaction"
396,"stream"
397,"major"
398,"independence"
399,"volume"
400,"sequence"
401,"file"
402,"content"
403,"datatbasis"
404,"characteristic"
405,"importance"
406,"executor"
407,"buffer"
408,"structured"
409,"programming"
410,"text"
411,"elicit"
412,"manager"
413,"provide"
414,"noSQL"
415,"storage"
416,"facility"
417,"goal"
418,"storing"
419,"managing"
420,"MapReduce"
421,"optimizer"
422,"distinguish"
423,"cite"
424,"example"
425,"information"
426,"evolution"
427,"code"
428,"boot"
429,"device"
430,"TPM"
431,"trusted"
432,"trust"
433,"attestation"
434,"platform"
435,"root"
436,"signing"
437,"peripheral"
438,"path"
439,"primitive"
440,"cold"
441,"co-processor"
442,"remote"
443,"medical"
444,"IOMMU"
445,"measured"
446,"scope"
447,"loading"
448,"embedded"
449,"non-PC"
450,"applie"
451,"DMA"
452,"probe"
453,"plugging"
454,"trojan"
455,"car"
456,"event"
457,"reactive"
458,"handler"
459,"view"
460,"controller"
461,"integrated"
462,"natural"
463,"event-driven"
464,"framework"
465,"server"
466,"stand"
467,"canonical"
468,"main"
469,"event-handler-writer"
470,"thread"
471,"react"
472,"contrasting"
473,"Event-Driven"
474,"mobile"
475,"domain"
476,"separation"
477,"robot"
478,"externally-generated"
479,"asynchrony"
480,"program-generated"
481,"style"
482,"threading"
483,"external"
484,"concurrency"
485,"defining"
486,"listener"
487,"material"
488,"change"
489,"impact"
490,"concern"
491,"refactoring"
492,"reuse"
493,"product"
494,"testing"
495,"changing"
496,"advantage"
497,"evolving"
498,"segment"
499,"outline"
500,"challenge"
501,"line"
502,"request"
503,"maintainable"
504,"location"
505,"regression"
506,"pre-existing"
507,"reengineering"
508,"development"
509,"associated"
510,"principal"
511,"library"
512,"size"
513,"estimate"
514,"lifecycle"
515,"basis"
516,"medium"
517,"context"
518,"disadvantage"
519,"existing"
520,"release"
521,"modifying"
522,"environment"
523,"execution"
524,"perform"
525,"synchronization"
526,"operation"
527,"resource"
528,"passing"
529,"reliability"
530,"elapsed"
531,"exploited"
532,"Fork-Join"
533,"step-by-step"
534,"manage"
535,"web"
536,"multicore"
537,"define"
538,"paradigm"
539,"concurrent"
540,"search"
541,"Client-Server"
542,"speed-up"
543,"shared"
544,"partitioned"
545,"simultaneous"
546,"multitasking"
547,"performed"
548,"thereof"
549,"achieved"
550,"demonstrate"
551,"pipelining"
552,"simultaneously"
553,"rendering"
554,"graphic"
555,"rasterization"
556,"transformation"
557,"sampling"
558,"forward"
559,"backward"
560,"ray"
561,"light"
562,"tracing"
563,"triangle"
564,"anti-aliasing"
565,"visibility"
566,"numerical"
567,"texture"
568,"image"
569,"requirement"
570,"similar"
571,"3D"
572,"mapping"
573,"affine"
574,"based"
575,"integration"
576,"2-dimensional"
577,"3-dimensional"
578,"compute"
579,"API"
580,"relation"
581,"coordinate"
582,"scene"
583,"implement"
584,"applying"
585,"required"
586,"converting"
587,"appear"
588,"related"
589,"ray-casting"
590,"derive"
591,"vertex"
592,"cover"
593,"procedure"
594,"painter"
595,"display"
596,"essential"
597,"renderer"
598,"obtain"
599,"scattering"
600,"trilinear"
601,"2D"
602,"factor"
603,"nearly"
604,"radiometry"
605,"digitization"
606,"nature"
607,"eye"
608,"polygonal"
609,"rate"
610,"refresh"
611,"study"
612,"course"
613,"undergraduate"
614,"handle"
615,"OpenGL"
616,"transport"
617,"computing"
618,"linear"
619,"section"
620,"solution"
621,"occlusion"
622,"shader"
623,"minification"
624,"buffering"
625,"shader-based"
626,"coding"
627,"spatial"
628,"perspective"
629,"projection"
630,"depth"
631,"clipping"
632,"resolution"
633,"MIP-mapping"
634,"graph"
635,"magnification"
636,"audio"
637,"apply"
638,"duality"
639,"emission"
640,"emitted"
641,"scatter"
642,"space"
643,"real-time"
644,"update"
645,"condition"
646,"variable"
647,"semaphore"
648,"activity"
649,"versus"
650,"optimistic"
651,"construct"
652,"atomicity"
653,"action"
654,"atomic"
655,"granularity"
656,"multicast"
657,"precondition"
658,"liveness"
659,"scenario"
660,"exclusion"
661,"check"
662,"conditional"
663,"mutual"
664,"race"
665,"event-based"
666,"deadlock"
667,"conservative"
668,"lock"
669,"blocking"
670,"increment"
671,"relative"
672,"avoiding"
673,"specifying"
674,"waiting"
675,"properly"
676,"non-blocking"
677,"completed"
678,"cyclic"
679,"point-to-point"
680,"messaging"
681,"cause"
682,"passed"
683,"hold"
684,"data-race-free"
685,"reveal"
686,"share"
687,"consistent"
688,"avoid"
689,"consistency"
690,"consensus"
691,"guarantee"
692,"complete"
693,"potential"
694,"larger"
695,"preferable"
696,"synchronized"
697,"composition"
698,"error"
699,"attempted"
700,"composing"
701,"try"
702,"counter"
703,"correctly"
704,"test"
705,"contention"
706,"critical"
707,"OS"
708,"prevention"
709,"sending"
710,"coordination"
711,"barrier"
712,"send"
713,"missing"
714,"monitor"
715,"terminate"
716,"safety"
717,"PF"
718,"sequentially"
719,"receiving"
720,"sound"
721,"alia"
722,"optimization"
723,"partial"
724,"dataflow"
725,"undecidability"
726,"type-checking"
727,"useful"
728,"approximate"
729,"scalable"
730,"flow-insensitive"
731,"def-use"
732,"correct"
733,"assignment"
734,"bug-finding"
735,"chain"
736,"non-trivial"
737,"verification"
738,"pointer"
739,"consequence"
740,"control-flow"
741,"relevant"
742,"checking"
743,"conceptual"
744,"terminating"
745,"flow-sensitive"
746,"single"
747,"communicate"
748,"path-sensitive"
749,"correctness"
750,"reasoning"
751,"intelligent"
752,"turing"
753,"AI"
754,"goal-based"
755,"stochastic"
756,"rational"
757,"ethical"
758,"differentiate"
759,"chinese"
760,"deterministic"
761,"perception"
762,"non-rational"
763,"environmental"
764,"partially"
765,"optimal"
766,"human-like"
767,"discrete"
768,"solve"
769,"autonomous"
770,"reflexive"
771,"multi-agent"
772,"philosophical"
773,"semi-autonomous"
774,"utility-based"
775,"observable"
776,"determine"
777,"successful"
778,"agent"
779,"recent"
780,"continuous"
781,"Model-View"
782,"UI"
783,"JavaFX"
784,"distance"
785,"cross-platform"
786,"constraint-based"
787,"MVC"
788,"resource-constrained"
789,"happen"
790,"geometric"
791,"navigational"
792,"stylesheet"
793,"animation"
794,"command"
795,"modelling"
796,"DOM"
797,"online"
798,"PL"
799,"widget"
800,"manipulation"
801,"page"
802,"android"
803,"iOS"
804,"database-backed"
805,"commonality"
806,"geometry"
807,"hierarchy"
808,"PBD"
809,"class"
810,"user-experience-centered"
811,"offline"
812,"navigation"
813,"data-driven"
814,"builder"
815,"driven"
816,"heuristic"
817,"greedy"
818,"divide-and-conquer"
819,"algorithmic"
820,"problem-solving"
821,"branch-and-bound"
822,"brute-force"
823,"reasonable"
824,"instructor"
825,"reduction"
826,"practical"
827,"below"
828,"ratio"
829,"navigating"
830,"brute"
831,"sense"
832,"lead"
833,"divided"
834,"chosen"
835,"total"
836,"transform-and-conquer"
837,"SDF"
838,"maze"
839,"force"
840,"trade-off"
841,"sustainable"
842,"social"
843,"sustainability"
844,"policy"
845,"HCI"
846,"guideline"
847,"e-waste"
848,"operating"
849,"transportation"
850,"pervasive"
851,"food"
852,"SE"
853,"organizational"
854,"smart"
855,"human-computer"
856,"disposal"
857,"choice"
858,"global"
859,"practitioner"
860,"recycling"
861,"meet"
862,"shopping"
863,"telecommuting"
864,"pollution"
865,"activism"
866,"farming"
867,"investigate"
868,"citizen"
869,"cross-referencing"
870,"own"
871,"consideration"
872,"economic"
873,"databasis"
874,"assess"
875,"interdependence"
876,"feedback"
877,"supply-chain"
878,"generation"
879,"future"
880,"relate"
881,"everyday"
882,"explore"
883,"introduced"
884,"deployment"
885,"project"
886,"complex"
887,"science"
888,"Human-Computer"
889,"computer-mediated"
890,"characterized"
891,"Design-Oriented"
892,"phenomena"
893,"taking"
894,"curricular"
895,"agriculture"
896,"engineering"
897,"compromising"
898,"skill"
899,"viability"
900,"illustrate"
901,"emerging"
902,"decision"
903,"societal"
904,"naturally"
905,"cultural"
906,"consumption"
907,"government"
908,"promote"
909,"CS2008"
910,"united"
911,"systemic"
912,"nation"
913,"pertaining"
914,"develop"
915,"ability"
916,"base"
917,"mediation"
918,"SF"
919,"end-to-end"
920,"delivery"
921,"fail-safe"
922,"deterrence"
923,"surface"
924,"privilege"
925,"reliable"
926,"flow"
927,"distinction"
928,"usable"
929,"arise"
930,"composability"
931,"idiom"
932,"virtualization"
933,"quality"
934,"inform"
935,"instead"
936,"deny-by-default"
937,"economy"
938,"defensive"
939,"practice"
940,"translation"
941,"re"
942,"evaluated"
943,"tension"
944,"predictable"
945,"bug"
946,"minimizing"
947,"secrecy"
948,"relying"
949,"green"
950,"layered"
951,"minimize"
952,"applied"
953,"fault"
954,"stage"
955,"vetted"
956,"entity"
957,"cognitive"
958,"inventing"
959,"boundary"
960,"communicating"
961,"reducing"
962,"default"
963,"pre"
964,"increase"
965,"rationale"
966,"efficiency"
967,"end-user"
968,"explicitly"
969,"form"
970,"technical"
971,"schema"
972,"stored"
973,"regard"
974,"socio-technical"
975,"precision"
976,"critique"
977,"modeler"
978,"developer"
979,"version"
980,"career"
981,"retrieval"
982,"preservation"
983,"retrieving"
984,"browsing"
985,"administrator"
986,"satisfying"
987,"privacy"
988,"linking"
989,"gain"
990,"persistence"
991,"scale"
992,"throughput"
993,"scalability"
994,"vulnerability"
995,"metadatum"
996,"indexing"
997,"link"
998,"response"
999,"searching"
1000,"recall"
1001,"orientation"
1002,"kinematic"
1003,"particle"
1004,"rotation"
1005,"inverse"
1006,"motion"
1007,"euler"
1008,"spline"
1009,"newtonian"
1010,"dust"
1011,"kass"
1012,"midpoint"
1013,"producing"
1014,"quaternion"
1015,"collision"
1016,"mass-spring"
1017,"rigid"
1018,"key-frame"
1019,"ballistic"
1020,"boid"
1021,"interpolation"
1022,"body"
1023,"stormer"
1024,"hair"
1025,"smoke"
1026,"trajectory"
1027,"camera"
1028,"splash"
1029,"worm"
1030,"witkin"
1031,"snake"
1032,"articulated"
1033,"verlet"
1034,"fluid"
1035,"cloth"
1036,"organic"
1037,"procedural"
1038,"skeleton"
1039,"skinning"
1040,"metaball"
1041,"idea"
1042,"position"
1043,"flesh"
1044,"fire"
1045,"mechanic"
1046,"crowd"
1047,"in-between"
1048,"physic"
1049,"symplectic"
1050,"virtual"
1051,"machine"
1052,"indirection"
1053,"illusion"
1054,"individual"
1055,"underlying"
1056,"physically"
1057,"instance"
1058,"separate"
1059,"illustrated"
1060,"protect"
1061,"isolate"
1062,"dedicated"
1063,"running"
1064,"implementing"
1065,"expected"
1066,"recurrence"
1067,"bound"
1068,"omega"
1069,"theorem"
1070,"empirical"
1071,"master"
1072,"asymptotic"
1073,"little"
1074,"formally"
1075,"worst"
1076,"upper"
1077,"thetum"
1078,"stemming"
1079,"input"
1080,"logarithmic"
1081,"measurement"
1082,"informally"
1083,"validate"
1084,"constant"
1085,"amount"
1086,"time-space"
1087,"hypothesis"
1088,"exponential"
1089,"defined"
1090,"quadratic"
1091,"meant"
1092,"recursively"
1093,"runtime"
1094,"iterative"
1095,"assumption"
1096,"run"
1097,"elementary"
1098,"debugging"
1099,"detected"
1100,"introduction"
1101,"Cross-Layer"
1102,"reflection"
1103,"abstraction"
1104,"constructed"
1105,"layering"
1106,"detail"
1107,"recovery"
1108,"VM"
1109,"handled"
1110,"Application-Virtual"
1111,"hiding"
1112,"status"
1113,"signaled"
1114,"low"
1115,"call"
1116,"stepping"
1117,"well-defined"
1118,"risk"
1119,"confidentiality"
1120,"authentication"
1121,"authorization"
1122,"vector"
1123,"trustworthiness"
1124,"fixing"
1125,"ethic"
1126,"disclosing"
1127,"availability"
1128,"balancing"
1129,"responsibility"
1130,"CIA"
1131,"consider"
1132,"mandatory"
1133,"liability"
1134,"cro"
1135,"SP"
1136,"discretionary"
1137,"professional"
1138,"responsible"
1139,"disclosure"
1140,"analyze"
1141,"perfect"
1142,"accountability"
1143,"foundational"
1144,"run-time"
1145,"heap"
1146,"closure"
1147,"native"
1148,"recursion"
1149,"collection"
1150,"reachability"
1151,"compilation"
1152,"automated"
1153,"garbage"
1154,"notion"
1155,"manual"
1156,"table"
1157,"just-in-time"
1158,"typically"
1159,"semantic"
1160,"de-allocating"
1161,"interpreter"
1162,"call-stack"
1163,"leak"
1164,"intermediate"
1165,"first-class"
1166,"optional"
1167,"feature"
1168,"dereference"
1169,"tail"
1170,"fix"
1171,"low-level"
1172,"portable"
1173,"reusing"
1174,"sketch"
1175,"dangling-pointer"
1176,"particular"
1177,"organize"
1178,"allocating"
1179,"mean"
1180,"compiler"
1181,"cut"
1182,"conventional"
1183,"employing"
1184,"implicit"
1185,"unification"
1186,"clause"
1187,"clausal"
1188,"overflow"
1189,"robust"
1190,"exception"
1191,"resilient"
1192,"actualization"
1193,"rewrite"
1194,"developed"
1195,"achieve"
1196,"desired"
1197,"remove"
1198,"fault-tolerant"
1199,"integer"
1200,"IAS"
1201,"robustness"
1202,"success"
1203,"validating"
1204,"sandwich"
1205,"improper"
1206,"select"
1207,"assuming"
1208,"initialization"
1209,"correcting"
1210,"correction"
1211,"detecting"
1212,"encoding"
1213,"redundant"
1214,"providing"
1215,"overhead"
1216,"mirroring"
1217,"CRC"
1218,"duplication"
1219,"divide"
1220,"bad"
1221,"zero"
1222,"replica"
1223,"recovering"
1224,"attempt"
1225,"tolerance"
1226,"retry"
1227,"FEC"
1228,"exploiting"
1229,"purpose"
1230,"format"
1231,"analog"
1232,"lossy"
1233,"lossless"
1234,"sample"
1235,"button"
1236,"mode"
1237,"represented"
1238,"flicker"
1239,"raster"
1240,"covered"
1241,"signal"
1242,"pixel"
1243,"reasonably"
1244,"editing"
1245,"presentation"
1246,"polling"
1247,"sometime"
1248,"fusion"
1249,"printer"
1250,"revisited"
1251,"game"
1252,"introductory"
1253,"embodied"
1254,"PNG"
1255,"analogous"
1256,"reality"
1257,"GIF"
1258,"additive"
1259,"immediate"
1260,"cad"
1261,"JPG"
1262,"note"
1263,"interact"
1264,"re-computing"
1265,"double"
1266,"double-buffering"
1267,"video"
1268,"reproduce"
1269,"affect"
1270,"reflected"
1271,"CMYK"
1272,"range"
1273,"compression"
1274,"scientist"
1275,"called"
1276,"subtractive"
1277,"screen"
1278,"laser"
1279,"dot"
1280,"MP4"
1281,"MP3"
1282,"engine"
1283,"retained"
1284,"RGB"
1285,"question"
1286,"uncertainty"
1287,"deliberative"
1288,"sensing"
1289,"configuration"
1290,"state-of-the-art"
1291,"strength"
1292,"planning"
1293,"accomplish"
1294,"actuator"
1295,"world"
1296,"shortcoming"
1297,"integrate"
1298,"localizing"
1299,"multiple-robot"
1300,"vehicle"
1301,"uncertain"
1302,"mitigating"
1303,"progress"
1304,"hybrid"
1305,"interpreting"
1306,"designed"
1307,"capability"
1308,"braitenberg"
1309,"coordinating"
1310,"robotic"
1311,"unknown"
1312,"crucial"
1313,"orthogonality"
1314,"delayed"
1315,"evaluating"
1316,"iteration"
1317,"criterium"
1318,"well-chosen"
1319,"objective"
1320,"eager"
1321,"crisp"
1322,"pragmatic"
1323,"user-defined"
1324,"allowing"
1325,"language-design"
1326,"activation"
1327,"recompilation"
1328,"memory-management"
1329,"region"
1330,"scheme"
1331,"mark-sweep"
1332,"malloc"
1333,"zone"
1334,"arena"
1335,"provided"
1336,"fragmentation"
1337,"length"
1338,"automatic"
1339,"counting"
1340,"locality"
1341,"address"
1342,"difficulty"
1343,"copying"
1344,"free"
1345,"return"
1346,"probability"
1347,"probabilistic"
1348,"utility"
1349,"inference"
1350,"preference"
1351,"markov"
1352,"exact"
1353,"bayes"
1354,"temporal"
1355,"carlo"
1356,"axiom"
1357,"distribution"
1358,"relationship"
1359,"HMM"
1360,"bayesian"
1361,"review"
1362,"gibb"
1363,"monte"
1364,"randomized"
1365,"theory"
1366,"random"
1367,"assertion"
1368,"evidence"
1369,"combined"
1370,"maximizing"
1371,"DS"
1372,"hidden"
1373,"solving"
1374,"decomposition"
1375,"debug"
1376,"loose"
1377,"informal"
1378,"break"
1379,"count"
1380,"comparison"
1381,"piece"
1382,"solved"
1383,"coherent"
1384,"coupling"
1385,"encapsulation"
1386,"weakness"
1387,"traversal"
1388,"supply"
1389,"off-shoring"
1390,"pricing"
1391,"outsourcing"
1392,"labor"
1393,"economie"
1394,"affected"
1395,"employment"
1396,"profession"
1397,"effort"
1398,"shortage"
1399,"demand"
1400,"dealing"
1401,"demand-side"
1402,"actual"
1403,"defend"
1404,"job"
1405,"financial"
1406,"entrepreneurship"
1407,"encompass"
1408,"globalization"
1409,"surrounding"
1410,"finance"
1411,"skilled"
1412,"personnel"
1413,"monopolie"
1414,"metric"
1415,"manufacturing"
1416,"prospect"
1417,"drawback"
1418,"antimonopoly"
1419,"industry"
1420,"pitfall"
1421,"phenomenon"
1422,"situation"
1423,"validation"
1424,"petri"
1425,"simplifying"
1426,"net"
1427,"forecasting"
1428,"formula"
1429,"claim"
1430,"validity"
1431,"diagnostic"
1432,"infer"
1433,"health"
1434,"highlighting"
1435,"assessing"
1436,"actually"
1437,"urban"
1438,"identification"
1439,"include"
1440,"care"
1441,"training"
1442,"city"
1443,"verify"
1444,"extension"
1445,"adapt"
1446,"tree"
1447,"differential"
1448,"transition"
1449,"match"
1450,"PDE"
1451,"real"
1452,"variety"
1453,"education"
1454,"package"
1455,"directed"
1456,"queuing"
1457,"examples1"
1458,"non-linear"
1459,"colored"
1460,"ODE"
1461,"accuracy"
1462,"involving"
1463,"malware"
1464,"anonymity"
1465,"covert"
1466,"attacker"
1467,"civil"
1468,"DDoS"
1469,"rootkit"
1470,"hacktivism"
1471,"espionage"
1472,"signature-based"
1473,"steganography"
1474,"underground"
1475,"advanced"
1476,"botnet"
1477,"technology-based"
1478,"unwanted"
1479,"spyware"
1480,"horse"
1481,"commonly"
1482,"viruse"
1483,"culture"
1484,"liberty"
1485,"networked"
1486,"cyberwarfare"
1487,"mitigated"
1488,"behavioral"
1489,"phishing"
1490,"insider"
1491,"persistent"
1492,"leakage"
1493,"distributed"
1494,"induction"
1495,"prove"
1496,"parametricity"
1497,"denotational"
1498,"proof"
1499,"axiomatic"
1500,"lambda-calculus"
1501,"normal"
1502,"calculus"
1503,"according"
1504,"well-typed"
1505,"establish"
1506,"lambda"
1507,"latency"
1508,"cach"
1509,"average"
1510,"GHz"
1511,"foot"
1512,"calculate"
1513,"coherency"
1514,"miss"
1515,"proximity"
1516,"disk"
1517,"hit"
1518,"speed"
1519,"capacity"
1520,"nanosecond"
1521,"AR"
1522,"clock"
1523,"determining"
1524,"cache"
1525,"naming"
1526,"cloud"
1527,"identifier"
1528,"name"
1529,"socket"
1530,"peer-to-peer"
1531,"HTTP"
1532,"socket-based"
1533,"UDP"
1534,"client"
1535,"client-server"
1536,"uniform"
1537,"team"
1538,"hazard"
1539,"conflict"
1540,"estimation"
1541,"decision-making"
1542,"setting"
1543,"mitigation"
1544,"schedule"
1545,"meeting"
1546,"tracking"
1547,"identifying"
1548,"monitored"
1549,"follow"
1550,"involvement"
1551,"transference"
1552,"planned"
1553,"functioning"
1554,"understand"
1555,"assurance"
1556,"avoidance"
1557,"personal"
1558,"track"
1559,"entire"
1560,"agenda"
1561,"people"
1562,"risk-neutral"
1563,"risk-adverse"
1564,"risk-seeking"
1565,"justify"
1566,"systematic"
1567,"participation"
1568,"assist"
1569,"scheduling"
1570,"system-wide"
1571,"assigning"
1572,"allocation"
1573,"acceptance"
1574,"typing"
1575,"generic"
1576,"compound"
1577,"polymorphism"
1578,"incomplete"
1579,"overloading"
1580,"conservatively"
1581,"statically"
1582,"checked"
1583,"core-tier2"
1584,"late"
1585,"complementary"
1586,"forbidden"
1587,"misuse"
1588,"boolean"
1589,"argument"
1590,"detect"
1591,"require"
1592,"wrong"
1593,"parametric"
1594,"intended"
1595,"core-tier1"
1596,"dynamically"
1597,"maintenance"
1598,"flexible"
1599,"type-check"
1600,"maintaining"
1601,"postpone"
1602,"spent"
1603,"caused"
1604,"avoided"
1605,"legal"
1606,"governing"
1607,"union"
1608,"type-error"
1609,"invariant"
1610,"inconsistently"
1611,"enforce"
1612,"profitably"
1613,"conveniently"
1614,"subtype"
1615,"built"
1616,"eliminating"
1617,"treatment"
1618,"subtyping"
1619,"writing"
1620,"shallow"
1621,"recognition"
1622,"classification"
1623,"2d"
1624,"contour"
1625,"region-based"
1626,"vision"
1627,"shape"
1628,"percept"
1629,"feature-extraction"
1630,"fourier"
1631,"combining"
1632,"modularity"
1633,"output"
1634,"speech-recognition"
1635,"significant"
1636,"detector"
1637,"thresholding"
1638,"speaker-recognition"
1639,"acquisition"
1640,"resulting"
1641,"tactile"
1642,"describing"
1643,"segmentation"
1644,"edge-based"
1645,"coefficient"
1646,"sensory"
1647,"phoneme"
1648,"raw"
1649,"speech"
1650,"statistical"
1651,"applicability"
1652,"quantitatively"
1653,"contribution"
1654,"single-band"
1655,"higher-level"
1656,"corner"
1657,"interpreted"
1658,"indicate"
1659,"slouse"
1660,"short"
1661,"edge"
1662,"sound-recognition"
1663,"image-segmentation"
1664,"prerequisite"
1665,"polygon"
1666,"medium-sized"
1667,"measurement-based"
1668,"realization"
1669,"specified"
1670,"achieving"
1671,"exist"
1672,"crime"
1673,"criminal"
1674,"hacking"
1675,"theft"
1676,"terrorism"
1677,"identity"
1678,"cyber"
1679,"ramification"
1680,"breach"
1681,"governance"
1682,"password"
1683,"subject"
1684,"undesirable"
1685,"incident"
1686,"employee"
1687,"intellectual"
1688,"concentration"
1689,"prevent"
1690,"transformed"
1691,"deception"
1692,"redress"
1693,"unprecedented"
1694,"cracking"
1695,"past"
1696,"disruption"
1697,"internet"
1698,"involved"
1699,"society"
1700,"contributed"
1701,"examine"
1702,"anti-social"
1703,"classic"
1704,"mitigate"
1705,"company-wide"
1706,"viewed"
1707,"forensic"
1708,"modular"
1709,"sum"
1710,"inclusion-exclusion"
1711,"combination"
1712,"pigeonhole"
1713,"permutation"
1714,"interpret"
